"12762"|"-42,-180"|"-42"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12763"|"-40,-180"|"-40"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12764"|"-38,-180"|"-38"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12765"|"-36,-180"|"-36"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12766"|"-34,-180"|"-34"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12767"|"-32,-180"|"-32"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12768"|"-30,-180"|"-30"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12769"|"-28,-180"|"-28"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12770"|"-26,-180"|"-26"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12771"|"-24,-180"|"-24"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12772"|"-22,-180"|"-22"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12773"|"-20,-180"|"-20"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12774"|"-18,-180"|"-18"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12775"|"-16,-180"|"-16"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12776"|"-14,-180"|"-14"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12777"|"-12,-180"|"-12"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12778"|"-10,-180"|"-10"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12779"|"-8,-180"|"-8"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12780"|"-6,-180"|"-6"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12781"|"-4,-180"|"-4"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12782"|"-2,-180"|"-2"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12783"|"0,-180"|"0"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12784"|"2,-180"|"2"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12785"|"4,-180"|"4"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12786"|"6,-180"|"6"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12787"|"8,-180"|"8"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12788"|"10,-180"|"10"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12789"|"12,-180"|"12"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12790"|"14,-180"|"14"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12791"|"16,-180"|"16"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12792"|"18,-180"|"18"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12793"|"20,-180"|"20"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12794"|"22,-180"|"22"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12795"|"24,-180"|"24"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12796"|"26,-180"|"26"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12797"|"28,-180"|"28"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12798"|"30,-180"|"30"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12799"|"32,-180"|"32"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12800"|"34,-180"|"34"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12801"|"36,-180"|"36"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12802"|"38,-180"|"38"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12803"|"40,-180"|"40"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12804"|"42,-180"|"42"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12805"|"44,-180"|"44"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12806"|"46,-180"|"46"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12807"|"48,-180"|"48"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12808"|"50,-180"|"50"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12809"|"52,-180"|"52"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12810"|"54,-180"|"54"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12811"|"56,-180"|"56"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12812"|"58,-180"|"58"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12813"|"60,-180"|"60"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12814"|"62,-180"|"62"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12815"|"64,-180"|"64"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12816"|"66,-180"|"66"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12817"|"68,-180"|"68"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12818"|"70,-180"|"70"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12819"|"72,-180"|"72"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12820"|"74,-180"|"74"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12821"|"76,-180"|"76"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12822"|"78,-180"|"78"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12823"|"80,-180"|"80"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12824"|"82,-180"|"82"|"-180"|"1"|"2450"|"1"|"Anonymous Hijack lol"||"village"|"#3FEF1F"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12825"|"-84,-178"|"-84"|"-178"|"1"|"9598"|"1"|"Property of UEC Ltd."||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12826"|"-82,-178"|"-82"|"-178"|"1"|"9598"|"1"|"Property of UEC Ltd."||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12827"|"-80,-178"|"-80"|"-178"|"1"|"9598"|"1"|"Property of UEC Ltd."||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12828"|"-78,-178"|"-78"|"-178"|"1"|"9598"|"1"|"Property of UEC Ltd."||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12829"|"-76,-178"|"-76"|"-178"|"1"|"9598"|"1"|"Anonymous Hijack lol"||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12830"|"-74,-178"|"-74"|"-178"|"1"|"9598"|"1"|"Anonymous Hijack lol"||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12831"|"-72,-178"|"-72"|"-178"|"1"|"9598"|"1"|"Anonymous Hijack lol"||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12832"|"-70,-178"|"-70"|"-178"|"1"|"9598"|"1"|"Anonymous Hijack lol"||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12833"|"-68,-178"|"-68"|"-178"|"1"|"9598"|"1"|"Anonymous Hijack lol"||"village"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12834"|"-66,-178"|"-66"|"-178"|"1"|"9598"|"1"|"Bob Dole"||"tower"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12835"|"-64,-178"|"-64"|"-178"|"1"|"9598"|"1"|"Anonymous Hijack lol"||"tower"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12836"|"-62,-178"|"-62"|"-178"|"1"|"9598"|"1"|"Anonymous Hijack lol"||"tower"|"#000000"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12837"|"-60,-178"|"-60"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12838"|"-58,-178"|"-58"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12839"|"-56,-178"|"-56"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12840"|"-54,-178"|"-54"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12841"|"-52,-178"|"-52"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12842"|"-50,-178"|"-50"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12843"|"-48,-178"|"-48"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12844"|"-46,-178"|"-46"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12845"|"-44,-178"|"-44"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12846"|"-42,-178"|"-42"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12847"|"-40,-178"|"-40"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12848"|"-38,-178"|"-38"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12849"|"-36,-178"|"-36"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12850"|"-34,-178"|"-34"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12851"|"-32,-178"|"-32"|"-178"|"1"|"4910"|"1"|"H.Y.D.R.A Controlled Waters"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12852"|"-30,-178"|"-30"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12853"|"-28,-178"|"-28"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12854"|"-26,-178"|"-26"|"-178"|"1"|"4910"|"1"|"Anonymous Hijack lol"||"village"|"#0B6E00"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12855"|"-24,-178"|"-24"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12856"|"-22,-178"|"-22"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12857"|"-20,-178"|"-20"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12858"|"-18,-178"|"-18"|"-178"|"1"|"9607"|"1"|"wavevo"|"islands"|"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12859"|"-16,-178"|"-16"|"-178"|"1"|"9607"|"1"|"Wallis and Futuna"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12860"|"-14,-178"|"-14"|"-178"|"1"|"9607"|"1"|"Wallis and Futuna"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12861"|"-12,-178"|"-12"|"-178"|"1"|"9607"|"1"|"pac"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12862"|"-10,-178"|"-10"|"-178"|"1"|"9607"|"1"|"pac"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12863"|"-8,-178"|"-8"|"-178"|"1"|"9607"|"1"|"pac"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12864"|"-6,-178"|"-6"|"-178"|"1"|"9607"|"1"|"pac"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12865"|"-4,-178"|"-4"|"-178"|"1"|"9607"|"1"|"pac"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12866"|"-2,-178"|"-2"|"-178"|"1"|"9607"|"1"|"equator"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12867"|"0,-178"|"0"|"-178"|"1"|"9607"|"1"|"equator"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12868"|"2,-178"|"2"|"-178"|"1"|"9607"|"1"|"equator"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12869"|"4,-178"|"4"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12870"|"6,-178"|"6"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12871"|"8,-178"|"8"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12872"|"10,-178"|"10"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12873"|"12,-178"|"12"|"-178"|"1"|"9607"|"1"|"Anonymous Hijack lol"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12874"|"14,-178"|"14"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12875"|"16,-178"|"16"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12876"|"18,-178"|"18"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12877"|"20,-178"|"20"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12878"|"22,-178"|"22"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12879"|"24,-178"|"24"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12880"|"26,-178"|"26"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12881"|"28,-178"|"28"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12882"|"30,-178"|"30"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12883"|"32,-178"|"32"|"-178"|"1"|"9607"|"1"|"Bob Dole"||"village"|"#CED154"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12884"|"34,-178"|"34"|"-178"|"1"|"9355"|"1"|"Bob Dole"||"tower"|"#FFFFFF"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12885"|"36,-178"|"36"|"-178"|"1"|"9689"|"1"|"Bob Dole"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12886"|"38,-178"|"38"|"-178"|"1"|"9689"|"1"|"Bob Dole"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12887"|"40,-178"|"40"|"-178"|"1"|"9689"|"1"|"Bob Dole"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12888"|"42,-178"|"42"|"-178"|"1"|"9689"|"1"|"H.Y.D.R.A Controlled Waters"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12889"|"44,-178"|"44"|"-178"|"1"|"9689"|"1"|"H.Y.D.R.A Controlled Waters"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12890"|"46,-178"|"46"|"-178"|"1"|"9689"|"1"|"H.Y.D.R.A Controlled Waters"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12891"|"48,-178"|"48"|"-178"|"1"|"9689"|"1"|"My Noodle Shop"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12892"|"50,-178"|"50"|"-178"|"1"|"9689"|"1"|"H.Y.D.R.A Controlled Islands"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
"12893"|"52,-178"|"52"|"-178"|"1"|"9689"|"1"|"H.Y.D.R.A Controlled Waters"||"village"|"#5e6cfc"|"2016-01-06 22:56:55"|"2016-01-06 22:56:55"
